formula,alloy_id,A1,A2,B1,B2,X,is_alloy,x_frac,Eg,dHf,dHd,Efermi,Ag_up_vbm_orb_idx,Ag_up_vbm_frac,Cs_up_vbm_orb_idx,Cs_up_vbm_frac,Cd_up_vbm_orb_idx,Cd_up_vbm_frac,Co_up_vbm_orb_idx,Co_up_vbm_frac,F_up_vbm_orb_idx,F_up_vbm_frac,Ag_up_cbm_orb_idx,Ag_up_cbm_frac,Cs_up_cbm_orb_idx,Cs_up_cbm_frac,Cd_up_cbm_orb_idx,Cd_up_cbm_frac,Co_up_cbm_orb_idx,Co_up_cbm_frac,F_up_cbm_orb_idx,F_up_cbm_frac,Ag_down_vbm_orb_idx,Ag_down_vbm_frac,Cs_down_vbm_orb_idx,Cs_down_vbm_frac,Cd_down_vbm_orb_idx,Cd_down_vbm_frac,Co_down_vbm_orb_idx,Co_down_vbm_frac,F_down_vbm_orb_idx,F_down_vbm_frac,Ag_down_cbm_orb_idx,Ag_down_cbm_frac,Cs_down_cbm_orb_idx,Cs_down_cbm_frac,Cd_down_cbm_orb_idx,Cd_down_cbm_frac,Co_down_cbm_orb_idx,Co_down_cbm_frac,F_down_cbm_orb_idx,F_down_cbm_frac,Cu_up_vbm_orb_idx,Cu_up_vbm_frac,Cu_up_cbm_orb_idx,Cu_up_cbm_frac,Cu_down_vbm_orb_idx,Cu_down_vbm_frac,Cu_down_cbm_orb_idx,Cu_down_cbm_frac,Mg_up_vbm_orb_idx,Mg_up_vbm_frac,Mg_up_cbm_orb_idx,Mg_up_cbm_frac,Mg_down_vbm_orb_idx,Mg_down_vbm_frac,Mg_down_cbm_orb_idx,Mg_down_cbm_frac,Ca_up_vbm_orb_idx,Ca_up_vbm_frac,Ca_up_cbm_orb_idx,Ca_up_cbm_frac,Ca_down_vbm_orb_idx,Ca_down_vbm_frac,Ca_down_cbm_orb_idx,Ca_down_cbm_frac,Cl_up_vbm_orb_idx,Cl_up_vbm_frac,Cl_up_cbm_orb_idx,Cl_up_cbm_frac,Cl_down_vbm_orb_idx,Cl_down_vbm_frac,Cl_down_cbm_orb_idx,Cl_down_cbm_frac,Br_up_vbm_orb_idx,Br_up_vbm_frac,Br_up_cbm_orb_idx,Br_up_cbm_frac,Br_down_vbm_orb_idx,Br_down_vbm_frac,Br_down_cbm_orb_idx,Br_down_cbm_frac,Ni_up_vbm_orb_idx,Ni_up_vbm_frac,Ni_up_cbm_orb_idx,Ni_up_cbm_frac,Ni_down_vbm_orb_idx,Ni_down_vbm_frac,Ni_down_cbm_orb_idx,Ni_down_cbm_frac,Zn_up_vbm_orb_idx,Zn_up_vbm_frac,Zn_up_cbm_orb_idx,Zn_up_cbm_frac,Zn_down_vbm_orb_idx,Zn_down_vbm_frac,Zn_down_cbm_orb_idx,Zn_down_cbm_frac,Ba_up_vbm_orb_idx,Ba_up_vbm_frac,Pb_up_vbm_orb_idx,Pb_up_vbm_frac,Ba_up_cbm_orb_idx,Ba_up_cbm_frac,Pb_up_cbm_orb_idx,Pb_up_cbm_frac,Ba_down_vbm_orb_idx,Ba_down_vbm_frac,Pb_down_vbm_orb_idx,Pb_down_vbm_frac,Ba_down_cbm_orb_idx,Ba_down_cbm_frac,Pb_down_cbm_orb_idx,Pb_down_cbm_frac,I_up_vbm_orb_idx,I_up_vbm_frac,I_up_cbm_orb_idx,I_up_cbm_frac,I_down_vbm_orb_idx,I_down_vbm_frac,I_down_cbm_orb_idx,I_down_cbm_frac,Cr_up_vbm_orb_idx,Cr_up_vbm_frac,Cr_up_cbm_orb_idx,Cr_up_cbm_frac,Cr_down_vbm_orb_idx,Cr_down_vbm_frac,Cr_down_cbm_orb_idx,Cr_down_cbm_frac,Fe_up_vbm_orb_idx,Fe_up_vbm_frac,Fe_up_cbm_orb_idx,Fe_up_cbm_frac,Fe_down_vbm_orb_idx,Fe_down_vbm_frac,Fe_down_cbm_orb_idx,Fe_down_cbm_frac,Mn_up_vbm_orb_idx,Mn_up_vbm_frac,Mn_up_cbm_orb_idx,Mn_up_cbm_frac,Mn_down_vbm_orb_idx,Mn_down_vbm_frac,Mn_down_cbm_orb_idx,Mn_down_cbm_frac,Pd_up_vbm_orb_idx,Pd_up_vbm_frac,Pd_up_cbm_orb_idx,Pd_up_cbm_frac,Pd_down_vbm_orb_idx,Pd_down_vbm_frac,Pd_down_cbm_orb_idx,Pd_down_cbm_frac,Sn_up_vbm_orb_idx,Sn_up_vbm_frac,Sn_up_cbm_orb_idx,Sn_up_cbm_frac,Sn_down_vbm_orb_idx,Sn_down_vbm_frac,Sn_down_cbm_orb_idx,Sn_down_cbm_frac,Sr_up_vbm_orb_idx,Sr_up_vbm_frac,Sr_up_cbm_orb_idx,Sr_up_cbm_frac,Sr_down_vbm_orb_idx,Sr_down_vbm_frac,Sr_down_cbm_orb_idx,Sr_down_cbm_frac,Ti_up_vbm_orb_idx,Ti_up_vbm_frac,Ti_up_cbm_orb_idx,Ti_up_cbm_frac,Ti_down_vbm_orb_idx,Ti_down_vbm_frac,Ti_down_cbm_orb_idx,Ti_down_cbm_frac,V_up_vbm_orb_idx,V_up_vbm_frac,V_up_cbm_orb_idx,V_up_cbm_frac,V_down_vbm_orb_idx,V_down_vbm_frac,V_down_cbm_orb_idx,V_down_cbm_frac,Pt_up_vbm_orb_idx,Pt_up_vbm_frac,Pt_up_cbm_orb_idx,Pt_up_cbm_frac,Pt_down_vbm_orb_idx,Pt_down_vbm_frac,Pt_down_cbm_orb_idx,Pt_down_cbm_frac,K_up_vbm_orb_idx,K_up_vbm_frac,K_up_cbm_orb_idx,K_up_cbm_frac,K_down_vbm_orb_idx,K_down_vbm_frac,K_down_cbm_orb_idx,K_down_cbm_frac,Rb_up_vbm_orb_idx,Rb_up_vbm_frac,Rb_up_cbm_orb_idx,Rb_up_cbm_frac,Rb_down_vbm_orb_idx,Rb_down_vbm_frac,Rb_down_cbm_orb_idx,Rb_down_cbm_frac,Li_up_vbm_orb_idx,Li_up_vbm_frac,Li_up_cbm_orb_idx,Li_up_cbm_frac,Li_down_vbm_orb_idx,Li_down_vbm_frac,Li_down_cbm_orb_idx,Li_down_cbm_frac,Na_up_vbm_orb_idx,Na_up_vbm_frac,Na_up_cbm_orb_idx,Na_up_cbm_frac,Na_down_vbm_orb_idx,Na_down_vbm_frac,Na_down_cbm_orb_idx,Na_down_cbm_frac
RbCsZnCdCl6,RbCsZnCdCl6,Rb,Cs,Zn,Cd,Cl,True,0.5,2.3036,-1.6423335,0.08701183312147442,-0.59899414,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb2Cs2ZnCd3Cl12,RbCsZnCdCl6,Rb,Cs,Zn,Cd,Cl,True,0.75,2.2628,-1.6473985,0.05927656987147234,-0.65496682,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,0.0,1.0,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb4Fe3NiI12,Rb2FeNiI6,Rb,,Fe,Ni,I,True,0.25,0.012499999999999956,-0.7126174999999997,0.09518488895699084,1.95231635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,2.0,0.0957,2.0,0.0957,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,1.0,0.0841,1.0,0.0841,,,,,,,,,-1.0,0.0,-1.0,0.0,2.0,0.8192,2.0,0.8192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,1.0,0.001,1.0,0.001,,,,,,,,,,,,,,,,
Rb2Cs2Cu3SrBr12,RbCsCuSrBr6,Rb,Cs,Cu,Sr,Br,True,0.25,0.0,-1.34521325,0.03285462500000014,0.0924874,,,1.0,0.0007,,,,,,,,,1.0,0.0007,,,,,,,,,1.0,0.0007,,,,,,,,,1.0,0.0007,,,,,,,2.0,0.5266,2.0,0.5266,2.0,0.5266,2.0,0.5266,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4631,1.0,0.4631,1.0,0.4631,1.0,0.4631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0091,2.0,0.0091,2.0,0.0091,2.0,0.0091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0005,1.0,0.0005,1.0,0.0005,1.0,0.0005,,,,,,,,,,,,,,,,
RbCsCuSrBr6,RbCsCuSrBr6,Rb,Cs,Cu,Sr,Br,True,0.5,0.0,-1.60658375,0.046281500000000086,-0.4957915,,,1.0,0.0014,,,,,,,,,1.0,0.0014,,,,,,,,,1.0,0.0014,,,,,,,,,1.0,0.0014,,,,,,,2.0,0.5117,2.0,0.5117,2.0,0.5117,2.0,0.5117,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4789,1.0,0.4789,1.0,0.4789,1.0,0.4789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0071,1.0,0.0071,1.0,0.0071,1.0,0.0071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0009,1.0,0.0009,1.0,0.0009,1.0,0.0009,,,,,,,,,,,,,,,,
Rb2Cs2CuSr3Br12,RbCsCuSrBr6,Rb,Cs,Cu,Sr,Br,True,0.75,0.0,-1.88555025,0.042112374999999425,-0.59028822,,,1.0,0.0009,,,,,,,,,1.0,0.0009,,,,,,,,,1.0,0.0009,,,,,,,,,1.0,0.0009,,,,,,,2.0,0.5022,2.0,0.5022,2.0,0.5022,2.0,0.5022,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.479,1.0,0.479,1.0,0.479,1.0,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0174,2.0,0.0174,2.0,0.0174,2.0,0.0174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0004,1.0,0.0004,1.0,0.0004,1.0,0.0004,,,,,,,,,,,,,,,,
Rb2Cs2Co3ZnCl12,RbCsCoZnCl6,Rb,Cs,Co,Zn,Cl,True,0.25,0.3054000000000001,-1.35284275,0.1285373141214743,1.5651371,,,-1.0,0.0,,,2.0,0.5789,,,,,-1.0,0.0,,,0.0,0.5,,,,,-1.0,0.0,,,2.0,1.0,,,,,-1.0,0.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4211,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,0.0,0.5,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCoZnCl6,RbCsCoZnCl6,Rb,Cs,Co,Zn,Cl,True,0.5,0.14700000000000002,-1.4535540000000005,0.11828363812147469,1.25787282,,,-1.0,0.0,,,2.0,0.5294,,,,,-1.0,0.0,,,0.0,0.4286,,,,,-1.0,0.0,,,2.0,1.0,,,,,-1.0,0.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4706,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,0.0,0.5714,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb2Cs2CoZn3Cl12,RbCsCoZnCl6,Rb,Cs,Co,Zn,Cl,True,0.75,0.401,-1.550656,0.1075175646527251,0.79471392,,,-1.0,0.0,,,2.0,0.5312,,,,,-1.0,0.0,,,-1.0,0.0,,,,,-1.0,0.0,,,2.0,0.9143,,,,,-1.0,0.0,,,2.0,0.963,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4688,-1.0,0.0,1.0,0.0857,1.0,0.037,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
K2Cs2V3SrCl12,KCsVSrCl6,K,Cs,V,Sr,Cl,True,0.25,0.3264,-1.8545489999999993,0.05507600587147099,2.67961552,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,2.0,1.0,2.0,1.0,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
KCsVSrCl6,KCsVSrCl6,K,Cs,V,Sr,Cl,True,0.5,0.49239999999999995,-2.06269225,0.05252348287147157,2.30729872,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,2.0,1.0,2.0,1.0,-1.0,0.0,2.0,1.0,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2VSr3Cl12,KCsVSrCl6,K,Cs,V,Sr,Cl,True,0.75,1.2606000000000002,-2.28220025,0.029960410028604834,2.04038549,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,2.0,1.0,2.0,1.0,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Rb4Cd3PbCl12,Rb2CdPbCl6,Rb,,Cd,Pb,Cl,True,0.25,2.2386999999999997,-1.6552495,0.026031731288143956,-0.29794246,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,,,-1.0,0.0,,,-1.0,0.0,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb2CdPbCl6,Rb2CdPbCl6,Rb,,Cd,Pb,Cl,True,0.5,2.2523,-1.666347,0.0260049978714747,0.05298157,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7,-1.0,0.0,1.0,0.7,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3,,,-1.0,0.0,,,0.0,0.3,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb4CdPb3Cl12,Rb2CdPbCl6,Rb,,Cd,Pb,Cl,True,0.75,2.7205,-1.6877290000000003,0.015562457121475415,0.14535366,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,,,-1.0,0.0,,,-1.0,0.0,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Na2K2Mn3CoF12,NaKMnCoF6,Na,K,Mn,Co,F,True,0.25,0.0,-2.6544964999999996,0.08099329875779748,2.32086422,,,,,,,2.0,0.0354,1.0,0.2594,,,,,,,2.0,0.0354,1.0,0.2594,,,,,,,2.0,0.9473,1.0,0.0435,,,,,,,2.0,0.9473,1.0,0.0435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.7052,2.0,0.7052,2.0,0.0087,2.0,0.0087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,2.0,0.0003,2.0,0.0003,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0002,0.0,0.0002
NaKMnCoF6,NaKMnCoF6,Na,K,Mn,Co,F,True,0.5,0.0,-2.5503622500000005,0.08325938119314102,2.42088846,,,,,,,2.0,0.0397,1.0,0.2535,,,,,,,2.0,0.0397,1.0,0.2535,,,,,,,2.0,0.9493,1.0,0.0467,,,,,,,2.0,0.9493,1.0,0.0467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.7067,2.0,0.7067,2.0,0.0037,2.0,0.0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0001,2.0,0.0001,2.0,0.0003,2.0,0.0003,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0001,0.0,0.0001
Na2K2MnCo3F12,NaKMnCoF6,Na,K,Mn,Co,F,True,0.75,0.012700000000000156,-2.4482394999999997,0.06182931306598327,2.52087113,,,,,,,2.0,0.1209,1.0,0.2435,,,,,,,2.0,0.1209,1.0,0.2435,,,,,,,2.0,0.9469,1.0,0.0517,,,,,,,2.0,0.9469,1.0,0.0517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.6354,2.0,0.6354,2.0,0.0012,2.0,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0001,2.0,0.0001,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0001,0.0,0.0001,0.0,0.0001,0.0,0.0001
Rb2Cs2Sr3CdBr12,RbCsSrCdBr6,Rb,Cs,Sr,Cd,Br,True,0.25,3.2816,-1.99891,0.02293535897475163,-1.18414138,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,0.0,1.0,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsSrCdBr6,RbCsSrCdBr6,Rb,Cs,Sr,Cd,Br,True,0.5,2.2781000000000002,-1.794905,0.04632571794950069,-0.98873131,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,0.0,1.0,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb2Cs2SrCd3Br12,RbCsSrCdBr6,Rb,Cs,Sr,Cd,Br,True,0.75,1.8354,-1.59473525,0.057331431199501015,-0.83890885,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb2Cs2Fe3BaI12,RbCsFeBaI6,Rb,Cs,Fe,Ba,I,True,0.25,0.02089999999999992,-0.9856417499999999,0.08612230445699254,1.82923007,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,1.0,0.0012,,,,,,,,,1.0,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,,,-1.0,0.0,,,2.0,0.0011,,,2.0,0.0011,,,-1.0,0.0,-1.0,0.0,1.0,0.0679,1.0,0.0679,,,,,,,,,-1.0,0.0,0.0,1.0,2.0,0.9295,2.0,0.9295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,1.0,0.0002,1.0,0.0002,,,,,,,,,,,,,,,,
RbCsFeBaI6,RbCsFeBaI6,Rb,Cs,Fe,Ba,I,True,0.5,0.06600000000000006,-1.2340495000000005,0.08124608245699161,1.78348464,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,1.0,0.0001,,,,,,,,,1.0,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,,,-1.0,0.0,,,2.0,0.0019,,,2.0,0.0019,,,1.0,0.5,-1.0,0.0,1.0,0.0766,1.0,0.0766,,,,,,,,,2.0,0.5,-1.0,0.0,2.0,0.9205,2.0,0.9205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,1.0,0.0009,1.0,0.0009,,,,,,,,,,,,,,,,
Rb2Cs2FeBa3I12,RbCsFeBaI6,Rb,Cs,Fe,Ba,I,True,0.75,0.06669999999999998,-1.4916102500000001,0.06721686045699204,1.31956744,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,1.0,0.0012,,,,,,,,,1.0,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,,,-1.0,0.0,,,2.0,0.0034,,,2.0,0.0034,,,-1.0,0.0,-1.0,0.0,1.0,0.0879,1.0,0.0879,,,,,,,,,2.0,1.0,0.0,1.0,2.0,0.907,2.0,0.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,1.0,0.0005,1.0,0.0005,,,,,,,,,,,,,,,,
