formula,is_alloy,Efermi,vbm_up_energy,cbm_up_energy,Ag_up_vbm_orb_idx,Ag_up_vbm_frac,Ag_up_cbm_orb_idx,Ag_up_cbm_frac,Cs_up_vbm_orb_idx,Cs_up_vbm_frac,Cs_up_cbm_orb_idx,Cs_up_cbm_frac,Cd_up_vbm_orb_idx,Cd_up_vbm_frac,Cd_up_cbm_orb_idx,Cd_up_cbm_frac,Co_up_vbm_orb_idx,Co_up_vbm_frac,Co_up_cbm_orb_idx,Co_up_cbm_frac,F_up_vbm_orb_idx,F_up_vbm_frac,F_up_cbm_orb_idx,F_up_cbm_frac,vbm_down_energy,cbm_down_energy,Ag_down_vbm_orb_idx,Ag_down_vbm_frac,Ag_down_cbm_orb_idx,Ag_down_cbm_frac,Cs_down_vbm_orb_idx,Cs_down_vbm_frac,Cs_down_cbm_orb_idx,Cs_down_cbm_frac,Cd_down_vbm_orb_idx,Cd_down_vbm_frac,Cd_down_cbm_orb_idx,Cd_down_cbm_frac,Co_down_vbm_orb_idx,Co_down_vbm_frac,Co_down_cbm_orb_idx,Co_down_cbm_frac,F_down_vbm_orb_idx,F_down_vbm_frac,F_down_cbm_orb_idx,F_down_cbm_frac,bg_energy,bg_direct,bg_transition,cbm_dft,vbm_dft,x_frac,formula_0,formula_100,Cu_up_vbm_orb_idx,Cu_up_vbm_frac,Cu_up_cbm_orb_idx,Cu_up_cbm_frac,Cu_down_vbm_orb_idx,Cu_down_vbm_frac,Cu_down_cbm_orb_idx,Cu_down_cbm_frac,Mg_up_vbm_orb_idx,Mg_up_vbm_frac,Mg_up_cbm_orb_idx,Mg_up_cbm_frac,Mg_down_vbm_orb_idx,Mg_down_vbm_frac,Mg_down_cbm_orb_idx,Mg_down_cbm_frac,Ca_up_vbm_orb_idx,Ca_up_vbm_frac,Ca_up_cbm_orb_idx,Ca_up_cbm_frac,Ca_down_vbm_orb_idx,Ca_down_vbm_frac,Ca_down_cbm_orb_idx,Ca_down_cbm_frac,Cl_up_vbm_orb_idx,Cl_up_vbm_frac,Cl_up_cbm_orb_idx,Cl_up_cbm_frac,Cl_down_vbm_orb_idx,Cl_down_vbm_frac,Cl_down_cbm_orb_idx,Cl_down_cbm_frac,Br_up_vbm_orb_idx,Br_up_vbm_frac,Br_up_cbm_orb_idx,Br_up_cbm_frac,Br_down_vbm_orb_idx,Br_down_vbm_frac,Br_down_cbm_orb_idx,Br_down_cbm_frac,Ni_up_vbm_orb_idx,Ni_up_vbm_frac,Ni_up_cbm_orb_idx,Ni_up_cbm_frac,Ni_down_vbm_orb_idx,Ni_down_vbm_frac,Ni_down_cbm_orb_idx,Ni_down_cbm_frac,Zn_up_vbm_orb_idx,Zn_up_vbm_frac,Zn_up_cbm_orb_idx,Zn_up_cbm_frac,Zn_down_vbm_orb_idx,Zn_down_vbm_frac,Zn_down_cbm_orb_idx,Zn_down_cbm_frac,Ba_up_vbm_orb_idx,Ba_up_vbm_frac,Ba_up_cbm_orb_idx,Ba_up_cbm_frac,Pb_up_vbm_orb_idx,Pb_up_vbm_frac,Pb_up_cbm_orb_idx,Pb_up_cbm_frac,Ba_down_vbm_orb_idx,Ba_down_vbm_frac,Ba_down_cbm_orb_idx,Ba_down_cbm_frac,Pb_down_vbm_orb_idx,Pb_down_vbm_frac,Pb_down_cbm_orb_idx,Pb_down_cbm_frac,I_up_vbm_orb_idx,I_up_vbm_frac,I_up_cbm_orb_idx,I_up_cbm_frac,I_down_vbm_orb_idx,I_down_vbm_frac,I_down_cbm_orb_idx,I_down_cbm_frac,Cr_up_vbm_orb_idx,Cr_up_vbm_frac,Cr_up_cbm_orb_idx,Cr_up_cbm_frac,Cr_down_vbm_orb_idx,Cr_down_vbm_frac,Cr_down_cbm_orb_idx,Cr_down_cbm_frac,Fe_up_vbm_orb_idx,Fe_up_vbm_frac,Fe_up_cbm_orb_idx,Fe_up_cbm_frac,Fe_down_vbm_orb_idx,Fe_down_vbm_frac,Fe_down_cbm_orb_idx,Fe_down_cbm_frac,Mn_up_vbm_orb_idx,Mn_up_vbm_frac,Mn_up_cbm_orb_idx,Mn_up_cbm_frac,Mn_down_vbm_orb_idx,Mn_down_vbm_frac,Mn_down_cbm_orb_idx,Mn_down_cbm_frac,Pd_up_vbm_orb_idx,Pd_up_vbm_frac,Pd_up_cbm_orb_idx,Pd_up_cbm_frac,Pd_down_vbm_orb_idx,Pd_down_vbm_frac,Pd_down_cbm_orb_idx,Pd_down_cbm_frac,Sn_up_vbm_orb_idx,Sn_up_vbm_frac,Sn_up_cbm_orb_idx,Sn_up_cbm_frac,Sn_down_vbm_orb_idx,Sn_down_vbm_frac,Sn_down_cbm_orb_idx,Sn_down_cbm_frac,Sr_up_vbm_orb_idx,Sr_up_vbm_frac,Sr_up_cbm_orb_idx,Sr_up_cbm_frac,Sr_down_vbm_orb_idx,Sr_down_vbm_frac,Sr_down_cbm_orb_idx,Sr_down_cbm_frac,Ti_up_vbm_orb_idx,Ti_up_vbm_frac,Ti_up_cbm_orb_idx,Ti_up_cbm_frac,Ti_down_vbm_orb_idx,Ti_down_vbm_frac,Ti_down_cbm_orb_idx,Ti_down_cbm_frac,V_up_vbm_orb_idx,V_up_vbm_frac,V_up_cbm_orb_idx,V_up_cbm_frac,V_down_vbm_orb_idx,V_down_vbm_frac,V_down_cbm_orb_idx,V_down_cbm_frac,Pt_up_vbm_orb_idx,Pt_up_vbm_frac,Pt_up_cbm_orb_idx,Pt_up_cbm_frac,Pt_down_vbm_orb_idx,Pt_down_vbm_frac,Pt_down_cbm_orb_idx,Pt_down_cbm_frac,K_up_vbm_orb_idx,K_up_vbm_frac,K_up_cbm_orb_idx,K_up_cbm_frac,K_down_vbm_orb_idx,K_down_vbm_frac,K_down_cbm_orb_idx,K_down_cbm_frac,Rb_up_vbm_orb_idx,Rb_up_vbm_frac,Rb_up_cbm_orb_idx,Rb_up_cbm_frac,Rb_down_vbm_orb_idx,Rb_down_vbm_frac,Rb_down_cbm_orb_idx,Rb_down_cbm_frac,Li_up_vbm_orb_idx,Li_up_vbm_frac,Li_up_cbm_orb_idx,Li_up_cbm_frac,Li_down_vbm_orb_idx,Li_down_vbm_frac,Li_down_cbm_orb_idx,Li_down_cbm_frac,Na_up_vbm_orb_idx,Na_up_vbm_frac,Na_up_cbm_orb_idx,Na_up_cbm_frac,Na_down_vbm_orb_idx,Na_down_vbm_frac,Na_down_cbm_orb_idx,Na_down_cbm_frac
RbCsCaTiI6,True,2.94640025,2.9476,2.9476,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,0.8563999999999998,3.7749,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,RbCsCa2I6,RbCsTi2I6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0555,1.0,0.0555,1.0,0.25,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.7924,2.0,0.7924,-1.0,0.0,2.0,0.6389,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCaVBr6,True,1.83717899,1.8132,2.0041,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.21439999999999992,3.4354,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,RbCsCa2Br6,RbCsV2Br6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.6667,2.0,0.8372,-1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCaVCl6,True,2.62701123,2.6028,2.8806,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.13929999999999998,4.2818,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,RbCsCa2Cl6,RbCsV2Cl6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.4,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.6667,2.0,0.8462,-1.0,0.0,2.0,0.6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCaVF6,True,3.67177413,3.6465,4.1868,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.6558000000000002,5.1418,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.3333,-1.0,0.0,,,,,,0.5,RbCsCa2F6,RbCsV2F6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.875,2.0,0.9167,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCaVI6,True,2.45644824,2.4329,2.5734,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,1.2508,4.0365,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,RbCsCa2I6,RbCsV2I6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,1.0,0.4483,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.7273,2.0,1.0,-1.0,0.0,2.0,0.75,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCaZnBr6,True,-0.48202617,-0.5057,1.7646,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.5057,1.7646,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,RbCsCa2Br6,RbCsZn2Br6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCaZnCl6,True,-0.45761474,-0.4816,2.8959,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.4816,2.8959,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,RbCsCa2Cl6,RbCsZn2Cl6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.2,-1.0,0.0,1.0,0.2,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,0.0,0.3684,-1.0,0.0,0.0,0.3684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCaZnF6,True,-1.22008529,-1.2452,3.3384,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.25,-1.0,0.0,-1.2452,3.3384,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.25,-1.0,0.0,,,,,,0.5,RbCsCa2F6,RbCsZn2F6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.25,0.0,0.25,2.0,0.25,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCd2Br6,False,-0.74114165,-0.7771,0.21689999999999998,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,-0.7771,0.21689999999999998,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.45,-1.0,0.0,1.0,0.45,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCd2Cl6,False,-0.63068464,-0.655,1.1132,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.6154,,,,,,,,,-0.655,1.1132,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.6154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCd2F6,False,-1.62166267,-1.6469,1.4127,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.6154,,,,,-1.0,0.0,-1.0,0.0,-1.6469,1.4127,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.6154,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCd2I6,False,0.47465233,0.4508,1.9103,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,0.4508,1.9103,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCdBaBr6,True,-1.11660581,-1.1412,1.1146,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.28,,,,,,,,,-1.1412,1.1146,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.28,,,,,,,,,,,,,,0.5,RbCsCd2Br6,RbCsBa2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCdBaCl6,True,-1.13581236,-1.1607,1.9103000000000003,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3333,,,,,,,,,-1.1607,1.9103000000000003,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3333,,,,,,,,,,,,,,0.5,RbCsCd2Cl6,RbCsBa2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,-1.0,0.0,1.0,0.5,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCdBaF6,True,-1.99126912,-2.0166,1.9482000000000002,,,,,-1.0,0.0,-1.0,0.0,2.0,0.1094,0.0,0.2759,,,,,1.0,0.6719,-1.0,0.0,-2.0166,1.9482000000000002,,,,,-1.0,0.0,-1.0,0.0,2.0,0.1094,0.0,0.2759,,,,,1.0,0.6719,-1.0,0.0,,,,,,0.5,RbCsCd2F6,RbCsBa2F6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCdBaI6,True,0.26795035,0.2436,1.8933,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.1667,,,,,,,,,0.2436,1.8933,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.1667,,,,,,,,,,,,,,0.5,RbCsCd2I6,RbCsBa2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,1.0,0.5161,-1.0,0.0,1.0,0.5161,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCdPbBr6,True,-0.14586708,-0.1697,1.4061,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.2778,,,,,,,,,-0.1697,1.4061,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.2778,,,,,,,,,,,,,,0.5,RbCsCd2Br6,RbCsPb2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,1.0,0.1111,-1.0,0.0,1.0,0.1111,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,1.0,0.0556,,,,,-1.0,0.0,1.0,0.0556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCdPbCl6,True,-0.02032036,-0.0452,2.0492,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,-0.0452,2.0492,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,0.5,RbCsCd2Cl6,RbCsPb2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCdPbF6,True,0.16752681,0.1428,2.7621,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3333,,,,,1.0,0.5294,-1.0,0.0,0.1428,2.7621,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3333,,,,,1.0,0.5294,-1.0,0.0,,,,,,0.5,RbCsCd2F6,RbCsPb2F6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2941,-1.0,0.0,,,,,0.0,0.2941,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCdPbI6,True,0.99015917,0.9667,2.0671,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.2,,,,,,,,,0.9667,2.0671,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.2,,,,,,,,,,,,,,0.5,RbCsCd2I6,RbCsPb2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.125,1.0,0.0667,,,,,0.0,0.125,1.0,0.0667,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCdSnBr6,True,0.60959288,0.574,1.4148,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3333,,,,,,,,,0.574,1.4148,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3333,,,,,,,,,,,,,,0.5,RbCsCd2Br6,RbCsSn2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3333,-1.0,0.0,1.0,0.3333,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2333,-1.0,0.0,0.0,0.2333,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCdSnCl6,True,0.85938639,0.8221,2.1114,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3182,,,,,,,,,0.8221,2.1114,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3182,,,,,,,,,,,,,,0.5,RbCsCd2Cl6,RbCsSn2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3243,1.0,0.0909,1.0,0.3243,1.0,0.0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2703,1.0,0.0909,0.0,0.2703,1.0,0.0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCdSnF6,True,0.86957408,0.8447,2.8257,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3143,,,,,-1.0,0.0,1.0,0.0571,0.8447,2.8257,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3143,,,,,-1.0,0.0,1.0,0.0571,,,,,,0.5,RbCsCd2F6,RbCsSn2F6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3333,1.0,0.0571,0.0,0.3333,1.0,0.0571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCdSnI6,True,1.56977748,1.5462,2.3101,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,1.5462,2.3101,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,0.5,RbCsCd2I6,RbCsSn2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.25,-1.0,0.0,1.0,0.25,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.125,-1.0,0.0,0.0,0.125,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCo2Br6,False,1.35838309,1.3633,1.3633,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.3719,2.0,0.3719,,,,,1.3633,1.3633,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.8354,2.0,0.8354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4654,1.0,0.4654,1.0,0.0746,1.0,0.0746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
