formula,is_alloy,Efermi,vbm_up_energy,cbm_up_energy,Ag_up_vbm_orb_idx,Ag_up_vbm_frac,Ag_up_cbm_orb_idx,Ag_up_cbm_frac,Cs_up_vbm_orb_idx,Cs_up_vbm_frac,Cs_up_cbm_orb_idx,Cs_up_cbm_frac,Cd_up_vbm_orb_idx,Cd_up_vbm_frac,Cd_up_cbm_orb_idx,Cd_up_cbm_frac,Co_up_vbm_orb_idx,Co_up_vbm_frac,Co_up_cbm_orb_idx,Co_up_cbm_frac,F_up_vbm_orb_idx,F_up_vbm_frac,F_up_cbm_orb_idx,F_up_cbm_frac,vbm_down_energy,cbm_down_energy,Ag_down_vbm_orb_idx,Ag_down_vbm_frac,Ag_down_cbm_orb_idx,Ag_down_cbm_frac,Cs_down_vbm_orb_idx,Cs_down_vbm_frac,Cs_down_cbm_orb_idx,Cs_down_cbm_frac,Cd_down_vbm_orb_idx,Cd_down_vbm_frac,Cd_down_cbm_orb_idx,Cd_down_cbm_frac,Co_down_vbm_orb_idx,Co_down_vbm_frac,Co_down_cbm_orb_idx,Co_down_cbm_frac,F_down_vbm_orb_idx,F_down_vbm_frac,F_down_cbm_orb_idx,F_down_cbm_frac,bg_energy,bg_direct,bg_transition,cbm_dft,vbm_dft,x_frac,formula_0,formula_100,Cu_up_vbm_orb_idx,Cu_up_vbm_frac,Cu_up_cbm_orb_idx,Cu_up_cbm_frac,Cu_down_vbm_orb_idx,Cu_down_vbm_frac,Cu_down_cbm_orb_idx,Cu_down_cbm_frac,Mg_up_vbm_orb_idx,Mg_up_vbm_frac,Mg_up_cbm_orb_idx,Mg_up_cbm_frac,Mg_down_vbm_orb_idx,Mg_down_vbm_frac,Mg_down_cbm_orb_idx,Mg_down_cbm_frac,Ca_up_vbm_orb_idx,Ca_up_vbm_frac,Ca_up_cbm_orb_idx,Ca_up_cbm_frac,Ca_down_vbm_orb_idx,Ca_down_vbm_frac,Ca_down_cbm_orb_idx,Ca_down_cbm_frac,Cl_up_vbm_orb_idx,Cl_up_vbm_frac,Cl_up_cbm_orb_idx,Cl_up_cbm_frac,Cl_down_vbm_orb_idx,Cl_down_vbm_frac,Cl_down_cbm_orb_idx,Cl_down_cbm_frac,Br_up_vbm_orb_idx,Br_up_vbm_frac,Br_up_cbm_orb_idx,Br_up_cbm_frac,Br_down_vbm_orb_idx,Br_down_vbm_frac,Br_down_cbm_orb_idx,Br_down_cbm_frac,Ni_up_vbm_orb_idx,Ni_up_vbm_frac,Ni_up_cbm_orb_idx,Ni_up_cbm_frac,Ni_down_vbm_orb_idx,Ni_down_vbm_frac,Ni_down_cbm_orb_idx,Ni_down_cbm_frac,Zn_up_vbm_orb_idx,Zn_up_vbm_frac,Zn_up_cbm_orb_idx,Zn_up_cbm_frac,Zn_down_vbm_orb_idx,Zn_down_vbm_frac,Zn_down_cbm_orb_idx,Zn_down_cbm_frac,Ba_up_vbm_orb_idx,Ba_up_vbm_frac,Ba_up_cbm_orb_idx,Ba_up_cbm_frac,Pb_up_vbm_orb_idx,Pb_up_vbm_frac,Pb_up_cbm_orb_idx,Pb_up_cbm_frac,Ba_down_vbm_orb_idx,Ba_down_vbm_frac,Ba_down_cbm_orb_idx,Ba_down_cbm_frac,Pb_down_vbm_orb_idx,Pb_down_vbm_frac,Pb_down_cbm_orb_idx,Pb_down_cbm_frac,I_up_vbm_orb_idx,I_up_vbm_frac,I_up_cbm_orb_idx,I_up_cbm_frac,I_down_vbm_orb_idx,I_down_vbm_frac,I_down_cbm_orb_idx,I_down_cbm_frac,Cr_up_vbm_orb_idx,Cr_up_vbm_frac,Cr_up_cbm_orb_idx,Cr_up_cbm_frac,Cr_down_vbm_orb_idx,Cr_down_vbm_frac,Cr_down_cbm_orb_idx,Cr_down_cbm_frac,Fe_up_vbm_orb_idx,Fe_up_vbm_frac,Fe_up_cbm_orb_idx,Fe_up_cbm_frac,Fe_down_vbm_orb_idx,Fe_down_vbm_frac,Fe_down_cbm_orb_idx,Fe_down_cbm_frac,Mn_up_vbm_orb_idx,Mn_up_vbm_frac,Mn_up_cbm_orb_idx,Mn_up_cbm_frac,Mn_down_vbm_orb_idx,Mn_down_vbm_frac,Mn_down_cbm_orb_idx,Mn_down_cbm_frac,Pd_up_vbm_orb_idx,Pd_up_vbm_frac,Pd_up_cbm_orb_idx,Pd_up_cbm_frac,Pd_down_vbm_orb_idx,Pd_down_vbm_frac,Pd_down_cbm_orb_idx,Pd_down_cbm_frac,Sn_up_vbm_orb_idx,Sn_up_vbm_frac,Sn_up_cbm_orb_idx,Sn_up_cbm_frac,Sn_down_vbm_orb_idx,Sn_down_vbm_frac,Sn_down_cbm_orb_idx,Sn_down_cbm_frac,Sr_up_vbm_orb_idx,Sr_up_vbm_frac,Sr_up_cbm_orb_idx,Sr_up_cbm_frac,Sr_down_vbm_orb_idx,Sr_down_vbm_frac,Sr_down_cbm_orb_idx,Sr_down_cbm_frac,Ti_up_vbm_orb_idx,Ti_up_vbm_frac,Ti_up_cbm_orb_idx,Ti_up_cbm_frac,Ti_down_vbm_orb_idx,Ti_down_vbm_frac,Ti_down_cbm_orb_idx,Ti_down_cbm_frac,V_up_vbm_orb_idx,V_up_vbm_frac,V_up_cbm_orb_idx,V_up_cbm_frac,V_down_vbm_orb_idx,V_down_vbm_frac,V_down_cbm_orb_idx,V_down_cbm_frac,Pt_up_vbm_orb_idx,Pt_up_vbm_frac,Pt_up_cbm_orb_idx,Pt_up_cbm_frac,Pt_down_vbm_orb_idx,Pt_down_vbm_frac,Pt_down_cbm_orb_idx,Pt_down_cbm_frac,K_up_vbm_orb_idx,K_up_vbm_frac,K_up_cbm_orb_idx,K_up_cbm_frac,K_down_vbm_orb_idx,K_down_vbm_frac,K_down_cbm_orb_idx,K_down_cbm_frac,Rb_up_vbm_orb_idx,Rb_up_vbm_frac,Rb_up_cbm_orb_idx,Rb_up_cbm_frac,Rb_down_vbm_orb_idx,Rb_down_vbm_frac,Rb_down_cbm_orb_idx,Rb_down_cbm_frac,Li_up_vbm_orb_idx,Li_up_vbm_frac,Li_up_cbm_orb_idx,Li_up_cbm_frac,Li_down_vbm_orb_idx,Li_down_vbm_frac,Li_down_cbm_orb_idx,Li_down_cbm_frac,Na_up_vbm_orb_idx,Na_up_vbm_frac,Na_up_cbm_orb_idx,Na_up_cbm_frac,Na_down_vbm_orb_idx,Na_down_vbm_frac,Na_down_cbm_orb_idx,Na_down_cbm_frac
LiRbCoCuCl6,True,1.07357052,1.0657,1.0657,,,,,,,,,,,,,2.0,0.1988,2.0,0.1988,,,,,1.0657,1.0657,,,,,,,,,,,,,2.0,0.7735,2.0,0.7735,,,,,,,,,,0.5,LiRbCo2Cl6,LiRbCu2Cl6,2.0,0.2979,2.0,0.2979,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,1.0,0.3714,1.0,0.3714,1.0,0.1208,1.0,0.1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,
LiRbCu2Cl6,False,0.28963908,0.2806,0.2806,,,,,,,,,,,,,,,,,,,,,0.2806,0.2806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.4925,2.0,0.4925,2.0,0.4925,2.0,0.4925,,,,,,,,,,,,,,,,,1.0,0.346,1.0,0.346,1.0,0.346,1.0,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,
Na2Ag2Co3CuF12,True,2.74478732,2.6228,3.8686,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.7409,2.7409,-1.0,0.0,-1.0,0.0,,,,,,,,,2.0,0.6954,2.0,0.6954,1.0,0.0842,1.0,0.0842,,,,,,0.25,NaAgCo2F6,NaAgCu2F6,2.0,0.25,-1.0,0.0,2.0,0.1795,2.0,0.1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Ag2Co3NiF12,True,3.3572929,2.7344,4.1151,-1.0,0.0,-1.0,0.0,,,,,,,,,2.0,0.4839,-1.0,0.0,1.0,0.129,-1.0,0.0,3.33,3.4654,-1.0,0.0,-1.0,0.0,,,,,,,,,2.0,0.8039,2.0,0.7429,-1.0,0.0,-1.0,0.0,,,,,,0.25,NaAgCo2F6,NaAgNi2F6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.0857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Ag2Co3ZnF12,True,3.2244912,2.5066,3.642,-1.0,0.0,0.0,0.2,,,,,,,,,2.0,0.5714,-1.0,0.0,-1.0,0.0,-1.0,0.0,3.1983,3.3157,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,2.0,0.6364,-1.0,0.0,-1.0,0.0,,,,,,0.25,NaAgCo2F6,NaAgZn2F6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,0.0,0.0667,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Ag2CoCu3F12,True,1.38607352,1.3861,1.3861,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,1.0,0.2344,1.0,0.2344,1.3861,1.3861,2.0,0.0702,2.0,0.0702,,,,,,,,,2.0,0.6382,2.0,0.6382,1.0,0.1241,1.0,0.1241,,,,,,0.75,NaAgCo2F6,NaAgCu2F6,2.0,0.6815,2.0,0.6815,2.0,0.1222,2.0,0.1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Ag2CoNi3F12,True,3.08943257,2.5119,4.2268,-1.0,0.0,-1.0,0.0,,,,,,,,,2.0,0.25,-1.0,0.0,1.0,0.1429,-1.0,0.0,3.0651,3.1204,-1.0,0.0,-1.0,0.0,,,,,,,,,2.0,0.8,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,0.75,NaAgCo2F6,NaAgNi2F6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.2143,-1.0,0.0,-1.0,0.0,2.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Ag2CoZn3F12,True,2.57315883,1.3643,2.6019,-1.0,0.0,-1.0,0.0,,,,,,,,,2.0,0.625,-1.0,0.0,1.0,0.225,-1.0,0.0,2.5567,2.617,-1.0,0.0,-1.0,0.0,,,,,,,,,2.0,0.8,2.0,0.8,-1.0,0.0,-1.0,0.0,,,,,,0.75,NaAgCo2F6,NaAgZn2F6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Ag2Mg3CoF12,True,3.1680879,1.8562,4.0521,-1.0,0.0,0.0,0.2857,,,,,,,,,2.0,0.7115,-1.0,0.0,1.0,0.2115,-1.0,0.0,3.1384,3.5363,-1.0,0.0,-1.0,0.0,,,,,,,,,2.0,0.875,2.0,0.8929,-1.0,0.0,-1.0,0.0,,,,,,0.25,NaAgMg2F6,NaAgCo2F6,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Ag2Mg3NiF12,True,1.86388292,1.478,4.1144,2.0,0.7059,0.0,0.2414,,,,,,,,,,,,,1.0,0.0588,-1.0,0.0,1.8381,3.3042,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,0.25,NaAgMg2F6,NaAgNi2F6,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,2.0,0.6,2.0,0.7619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Ag2Mg3ZnF12,True,1.11521637,1.0896,3.6498999999999997,2.0,0.3333,0.0,0.2667,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,1.0896,3.6498999999999997,2.0,0.3333,0.0,0.2667,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,0.25,NaAgMg2F6,NaAgZn2F6,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Ag2MgCo3F12,True,3.41354676,2.7087,4.0397,-1.0,0.0,0.0,0.3333,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,3.3872,3.4786,-1.0,0.0,-1.0,0.0,,,,,,,,,2.0,0.9,2.0,0.5556,-1.0,0.0,-1.0,0.0,,,,,,0.75,NaAgMg2F6,NaAgCo2F6,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Ag2MgNi3F12,True,2.29493232,2.0869,4.2495,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,1.0,0.1111,-1.0,0.0,2.2671,2.9325,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,0.75,NaAgMg2F6,NaAgNi2F6,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.4444,-1.0,0.0,2.0,0.625,2.0,0.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Ag2MgZn3F12,True,0.71658648,0.6908,2.8061,2.0,0.7143,0.0,0.186,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,0.6908,2.8061,2.0,0.7143,0.0,0.186,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,0.75,NaAgMg2F6,NaAgZn2F6,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,0.0,0.1395,-1.0,0.0,0.0,0.1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2CoCdF6,True,2.15275484,1.3239,2.6244,,,,,,,,,-1.0,0.0,0.0,0.25,2.0,0.3846,-1.0,0.0,1.0,0.1538,-1.0,0.0,2.1272,2.2802,,,,,,,,,-1.0,0.0,-1.0,0.0,2.0,0.8667,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,0.5,NaCoF3,NaCdF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2CoCuBr6,True,1.02034432,1.0161,1.0161,,,,,,,,,,,,,2.0,0.3121,2.0,0.3121,,,,,1.0161,1.0161,,,,,,,,,,,,,2.0,0.5664,2.0,0.5664,,,,,,,,,,0.5,NaCoBr3,NaCuBr3,2.0,0.0537,2.0,0.0537,2.0,0.1179,2.0,0.1179,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4411,1.0,0.4411,1.0,0.1956,1.0,0.1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2CoCuCl6,True,1.66958246,1.6734,1.6734,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,1.6734,1.6734,,,,,,,,,,,,,2.0,0.6947,2.0,0.6947,,,,,,,,,,0.5,NaCoCl3,NaCuCl3,2.0,0.4905,2.0,0.4905,2.0,0.0762,2.0,0.0762,,,,,,,,,,,,,,,,,1.0,0.3449,1.0,0.3449,1.0,0.1412,1.0,0.1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2CoCuF6,True,1.42438181,1.4214,1.4214,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,1.0,0.1843,1.0,0.1843,1.4214,1.4214,,,,,,,,,,,,,2.0,0.7984,2.0,0.7984,1.0,0.0953,1.0,0.0953,,,,,,0.5,NaCoF3,NaCuF3,2.0,0.7395,2.0,0.7395,2.0,0.0686,2.0,0.0686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2CoNiCl6,True,2.36960851,2.3687,2.3687,,,,,,,,,,,,,2.0,0.3166,2.0,0.3166,,,,,2.3687,2.3687,,,,,,,,,,,,,2.0,0.0542,2.0,0.0542,,,,,,,,,,0.5,NaCoCl3,NaNiCl3,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.425,1.0,0.425,1.0,0.0922,1.0,0.0922,,,,,,,,,2.0,0.1397,2.0,0.1397,2.0,0.7825,2.0,0.7825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2CoNiF6,True,2.33045625,1.8137,4.5335,,,,,,,,,,,,,2.0,0.5333,0.0,0.0727,1.0,0.4,-1.0,0.0,2.3331,2.3331,,,,,,,,,,,,,2.0,0.5674,2.0,0.5674,1.0,0.0684,1.0,0.0684,,,,,,0.5,NaCoF3,NaNiF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.1,0.0,0.1455,2.0,0.3302,2.0,0.3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,0.0,0.1091,-1.0,0.0,-1.0,0.0
Na2CoZnF6,True,2.28666107,1.5073,3.5463,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.2606,2.3385,,,,,,,,,,,,,2.0,0.6,2.0,0.8,-1.0,0.0,-1.0,0.0,,,,,,0.5,NaCoF3,NaZnF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Ca3CoBr12,True,0.34220664,-0.1896,3.3699,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.2632,-1.0,0.0,,,,,0.3205,0.5592,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,1.0,2.0,0.8571,,,,,,,,,,0.25,NaCsCa2Br6,NaCsCo2Br6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.2105,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Ca3CoCl12,True,0.55014954,-0.26059999999999994,4.1437,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.2857,-1.0,0.0,,,,,0.5282,0.7802,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.6667,2.0,0.8,,,,,,,,,,0.25,NaCsCa2Cl6,NaCsCo2Cl6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.4286,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Ca3CrBr12,True,1.85760527,1.8529,1.8529,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.3157000000000001,3.5515,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,NaCsCa2Br6,NaCsCr2Br6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.1603,1.0,0.1603,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.6919,2.0,0.6919,-1.0,0.0,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Ca3MnCl12,True,0.90960039,0.8879,4.4187,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.40779999999999994,3.2742,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,NaCsCa2Cl6,NaCsMn2Cl6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.5,-1.0,0.0,-1.0,0.0,2.0,0.8182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
